Place,Lat,Lon
"Water Valley, TX",31.6676509,-100.7170481
"Waterloo, IA",42.4927641,-92.3429631
"Waterloo, NE",41.2866657,-96.2850241
"Watertown, SD",44.8994088,-97.1150732
"Waterville, ME",44.5520105,-69.6317121
"Waurika, OK",34.1670371,-97.997536
"Wawa, ON",47.992392,-84.771007
"Waxahachie, TX",32.3865312,-96.8483311
"Weatherford, TX",32.7592955,-97.7972544
"Weeki Wachee, FL",28.5155513,-82.5728769
"Wellsville, NY",42.1220124,-77.9480575
"Wenatchee, WA",47.4234599,-120.3103494
"West Babylon, NY",40.718155,-73.354287
"West Glacier, MT",48.4999666,-113.978729
"West Greenwich, RI",41.6285498,-71.6638132
"West Homestead, PA",40.3939581,-79.9119946
"West Lawn, PA",40.3298147,-75.994381
"West Lebanon, NH",43.6446508,-72.3106065
"West Medford, MA",42.4249311,-71.1359393
"West Point, VA",37.5315335,-76.7963504
"West Yellowstone, MT",44.6621493,-111.1041092
"Westerville, OH",40.1261743,-82.9290695
"Westfield, MA",42.1250929,-72.749538
"Westford, MA",42.5792583,-71.4378411
"Weston, FL",26.1003654,-80.3997748
"Wheaton, MN",45.8044052,-96.499233
"White Salmon, WA",45.7276194,-121.4864619
"Whitefish, MT",48.4110757,-114.3376334
"Whitsett, NC",36.0712466,-79.5644686
"Wichita Falls, TX",33.9137085,-98.4933873
"Williams, AZ",35.2494566,-112.1910031
"Williamsburg, VA",37.2707022,-76.7074571
"Williamson, GA",33.1823419,-84.3615902
"Williamsport, MD",39.6006523,-77.8205508
"Williston, VT",44.4454432,-73.099194
"Willow Park, TX",32.7626286,-97.6505822
"Wilmington, NC",34.2257255,-77.9447102
"Wilson, NC",35.7212689,-77.9155395
"Wilsonville, OR",45.2998418,-122.7737062
"Windsor, VA",36.808483,-76.7441246
"Winlock, WA",46.4912176,-122.9378983
"Winslow, AZ",35.0241873,-110.6973571
"Winslow, WA",47.6251634,-122.5144653
"Winter Garden, FL",28.5652787,-81.5861847
"Winter Park, FL",28.6,-81.3392352
"Winters, CA",38.5249065,-121.9708017
"Winthrop, WA",48.4779232,-120.1861956
"Woodbine, MD",39.3598259,-77.0624803
"Woodcliff, NJ",41.0194399,-74.0439659
"Woodinville, WA",47.7542651,-122.1634582
"Woodland Park, CO",38.9938808,-105.0569301
"Woodlands, TX",27.5255818,-99.43324
"Woodlawn, IL",38.3300496,-89.0325693
"Woods Hole, MA",41.5264977,-70.6730857
"Woodside, CA",37.4299388,-122.2538557
"Woodstock, VA",38.8817784,-78.5058429
"Woodstock, VT",43.6242442,-72.5185112
"Worthington, MN",43.623348,-95.5952
"Wray, CO",40.0758231,-102.2232495
"Wrightwood, CA",34.3608341,-117.6333884
"Wylie, TX",33.0151201,-96.5388789
"Yakima, WA",46.6020711,-120.5058987
"Yellow Spring, OH",39.8064486,-83.886874
"Yonkers, NY",40.9312099,-73.8987469
"Yorba Linda, CA",33.8886259,-117.8131125
"Yosemite Valley, CA",37.7455701,-119.5936038
"Yreka, CA",41.7354186,-122.6344708
"Yuma, AZ",32.7253248,-114.624397
"Zebulon, NC",35.8243208,-78.3147199
"Zephyrhills, FL",28.2336196,-82.1811947
"Zillah, WA",46.4020734,-120.2619988
"Zionsville, IN",39.9508733,-86.261937
"arlington, VA",38.8799697,-77.1067698
"cookeville, TN",36.162839,-85.5016423
"davis, CA",38.5449065,-121.7405167
"portage, MI",42.2011538,-85.5800022
"saratoga, WY",41.4549621,-106.8064263
